NAME,MeanCommute,Transit,Income,Poverty,Unemployment,WorkAtHome,state,county,tract,Borough,GEOID
"Census Tract 351, Bronx County, New York",45.2,43.2,71913.0,17.1,14.1,7.5,36,005,035100,Bronx,36005035100
"Census Tract 367, Bronx County, New York",40.3,61.2,23720.0,49.8,15.4,2.4,36,005,036700,Bronx,36005036700
"Census Tract 381, Bronx County, New York",45.4,65.0,25891.0,34.3,19.5,7.2,36,005,038100,Bronx,36005038100
"Census Tract 388, Bronx County, New York",42.6,45.3,51298.0,20.5,24.5,1.5,36,005,038800,Bronx,36005038800
"Census Tract 397, Bronx County, New York",29.1,36.3,21228.0,51.0,9.2,10.1,36,005,039700,Bronx,36005039700
"Census Tract 399.01, Bronx County, New York",45.5,72.8,22747.0,47.4,18.1,6.2,36,005,039901,Bronx,36005039901
"Census Tract 409, Bronx County, New York",47.4,71.4,46278.0,17.1,13.8,0.0,36,005,040900,Bronx,36005040900
"Census Tract 420, Bronx County, New York",47.2,66.5,28125.0,25.2,10.5,0.6,36,005,042000,Bronx,36005042000
"Census Tract 424, Bronx County, New York",56.4,55.1,57716.0,14.3,10.1,3.2,36,005,042400,Bronx,36005042400
"Census Tract 428, Bronx County, New York",41.7,36.3,63017.0,9.3,7.8,5.5,36,005,042800,Bronx,36005042800
"Census Tract 411, Bronx County, New York",37.6,61.5,41047.0,21.4,14.1,0.0,36,005,041100,Bronx,36005041100
"Census Tract 413, Bronx County, New York",40.8,65.3,38796.0,21.9,13.8,1.8,36,005,041300,Bronx,36005041300
"Census Tract 419, Bronx County, New York",48.8,71.1,45127.0,20.6,11.6,0.5,36,005,041900,Bronx,36005041900
"Census Tract 277, Bronx County, New York",36.5,64.5,33095.0,33.5,14.6,1.7,36,005,027700,Bronx,36005027700
"Census Tract 285, Bronx County, New York",42.1,54.9,54232.0,17.1,5.7,2.9,36,005,028500,Bronx,36005028500
"Census Tract 286, Bronx County, New York",30.6,32.4,61563.0,21.6,9.8,1.9,36,005,028600,Bronx,36005028600
"Census Tract 289, Bronx County, New York",41.9,54.9,47361.0,13.4,11.1,6.0,36,005,028900,Bronx,36005028900
"Census Tract 312, Bronx County, New York",34.5,33.7,62275.0,4.0,10.4,2.9,36,005,031200,Bronx,36005031200
"Census Tract 189, Bronx County, New York",38.7,52.7,21180.0,44.1,16.7,5.3,36,005,018900,Bronx,36005018900
"Census Tract 199, Bronx County, New York",39.2,72.1,24914.0,38.1,13.4,1.6,36,005,019900,Bronx,36005019900
"Census Tract 202, Bronx County, New York",45.7,59.6,38487.0,25.9,7.0,2.5,36,005,020200,Bronx,36005020200
"Census Tract 206.01, Bronx County, New York",51.2,69.3,76429.0,16.1,17.2,3.2,36,005,020601,Bronx,36005020601
"Census Tract 211, Bronx County, New York",38.5,60.5,23724.0,47.7,19.1,4.2,36,005,021100,Bronx,36005021100
"Census Tract 212, Bronx County, New York",40.1,66.1,51443.0,13.7,14.7,1.7,36,005,021200,Bronx,36005021200
"Census Tract 216.01, Bronx County, New York",46.0,69.4,25847.0,42.9,19.0,3.2,36,005,021601,Bronx,36005021601
"Census Tract 256, Bronx County, New York",42.5,49.9,37236.0,27.9,29.1,2.7,36,005,025600,Bronx,36005025600
"Census Tract 227.03, Bronx County, New York",33.4,62.4,45673.0,27.1,7.7,0.0,36,005,022703,Bronx,36005022703
"Census Tract 237.02, Bronx County, New York",46.0,78.2,32500.0,35.1,13.8,2.3,36,005,023702,Bronx,36005023702
"Census Tract 240, Bronx County, New York",41.0,62.1,34705.0,27.9,16.0,2.2,36,005,024000,Bronx,36005024000
"Census Tract 263, Bronx County, New York",45.6,67.3,32663.0,34.4,13.2,9.3,36,005,026300,Bronx,36005026300
"Census Tract 265, Bronx County, New York",43.3,65.3,31147.0,32.3,13.0,6.8,36,005,026500,Bronx,36005026500
"Census Tract 281, Bronx County, New York",48.7,58.1,61886.0,7.6,14.8,3.5,36,005,028100,Bronx,36005028100
"Census Tract 283, Bronx County, New York",38.2,50.6,24759.0,32.5,12.5,2.9,36,005,028300,Bronx,36005028300
"Census Tract 314, Bronx County, New York",39.7,41.1,83393.0,5.7,7.7,1.3,36,005,031400,Bronx,36005031400
"Census Tract 328, Bronx County, New York",36.1,52.1,30089.0,31.7,15.4,1.3,36,005,032800,Bronx,36005032800
"Census Tract 374, Bronx County, New York",43.7,63.9,25974.0,39.4,18.6,3.6,36,005,037400,Bronx,36005037400
"Census Tract 382, Bronx County, New York",40.3,48.0,46953.0,22.2,20.0,0.7,36,005,038200,Bronx,36005038200
"Census Tract 23, Bronx County, New York",42.7,74.5,14479.0,54.2,18.9,4.1,36,005,002300,Bronx,36005002300
"Census Tract 39, Bronx County, New York",42.9,83.6,25990.0,30.2,9.3,4.8,36,005,003900,Bronx,36005003900
"Census Tract 54, Bronx County, New York",41.3,67.9,27380.0,41.7,8.9,3.9,36,005,005400,Bronx,36005005400
"Census Tract 62, Bronx County, New York",41.6,66.7,24480.0,34.7,11.4,7.1,36,005,006200,Bronx,36005006200
"Census Tract 68, Bronx County, New York",42.9,58.5,47232.0,22.5,12.5,1.1,36,005,006800,Bronx,36005006800
"Census Tract 71, Bronx County, New York",44.4,68.3,38289.0,28.8,16.5,1.4,36,005,007100,Bronx,36005007100
"Census Tract 86, Bronx County, New York",46.2,61.7,23045.0,39.1,9.4,0.6,36,005,008600,Bronx,36005008600
"Census Tract 87, Bronx County, New York",44.5,70.7,29188.0,30.4,8.3,6.0,36,005,008700,Bronx,36005008700
"Census Tract 293.01, Bronx County, New York",37.6,41.7,102045.0,10.4,10.8,9.0,36,005,029301,Bronx,36005029301
"Census Tract 293.02, Bronx County, New York",46.3,38.0,94695.0,1.4,6.3,6.6,36,005,029302,Bronx,36005029302
"Census Tract 309, Bronx County, New York",45.9,40.8,87238.0,3.1,5.5,10.3,36,005,030900,Bronx,36005030900
"Census Tract 326, Bronx County, New York",39.8,35.1,56429.0,6.5,10.7,1.2,36,005,032600,Bronx,36005032600
"Census Tract 332.01, Bronx County, New York",44.4,61.6,43038.0,22.3,14.8,3.7,36,005,033201,Bronx,36005033201
"Census Tract 307.01, Bronx County, New York",42.8,38.1,80846.0,7.8,4.4,8.5,36,005,030701,Bronx,36005030701
"Census Tract 332.02, Bronx County, New York",42.1,54.5,40638.0,23.1,17.3,0.3,36,005,033202,Bronx,36005033202
"Census Tract 335, Bronx County, New York",39.2,43.0,86983.0,6.5,8.4,7.9,36,005,033500,Bronx,36005033500
"Census Tract 337, Bronx County, New York",43.0,34.4,83917.0,5.8,8.0,6.0,36,005,033700,Bronx,36005033700
"Census Tract 348, Bronx County, New York",52.5,60.6,36156.0,21.8,17.7,4.8,36,005,034800,Bronx,36005034800
"Census Tract 360, Bronx County, New York",40.6,41.8,65938.0,7.9,15.3,0.0,36,005,036000,Bronx,36005036000
"Census Tract 375.04, Bronx County, New York",42.1,60.8,15707.0,51.7,19.2,5.0,36,005,037504,Bronx,36005037504
"Census Tract 383.01, Bronx County, New York",43.5,61.0,26295.0,39.9,16.2,6.3,36,005,038301,Bronx,36005038301
"Census Tract 383.02, Bronx County, New York",52.2,79.6,22917.0,49.3,18.9,2.9,36,005,038302,Bronx,36005038302
"Census Tract 395, Bronx County, New York",45.4,57.8,25702.0,34.7,12.7,5.5,36,005,039500,Bronx,36005039500
"Census Tract 403.03, Bronx County, New York",46.8,75.2,40731.0,34.9,13.7,2.8,36,005,040303,Bronx,36005040303
"Census Tract 235.02, Bronx County, New York",40.7,75.0,21582.0,41.8,17.1,6.0,36,005,023502,Bronx,36005023502
"Census Tract 251, Bronx County, New York",40.9,72.9,28615.0,34.6,10.0,0.0,36,005,025100,Bronx,36005025100
"Census Tract 255, Bronx County, New York",42.1,67.9,19458.0,50.3,17.2,3.4,36,005,025500,Bronx,36005025500
"Census Tract 264, Bronx County, New York",37.7,34.0,72019.0,14.2,9.1,3.8,36,005,026400,Bronx,36005026400
"Census Tract 336, Bronx County, New York",39.4,53.4,26071.0,31.6,13.0,0.6,36,005,033600,Bronx,36005033600
"Census Tract 343, Bronx County, New York",43.2,42.7,71780.0,11.8,8.3,3.9,36,005,034300,Bronx,36005034300
"Census Tract 20, Bronx County, New York",46.0,68.2,18086.0,53.2,17.2,0.0,36,005,002000,Bronx,36005002000
"Census Tract 69, Bronx County, New York",38.3,63.8,19741.0,44.0,16.7,4.9,36,005,006900,Bronx,36005006900
"Census Tract 129.01, Bronx County, New York",43.4,75.6,18269.0,48.9,14.1,5.8,36,005,012901,Bronx,36005012901
"Census Tract 130, Bronx County, New York",39.2,30.4,77917.0,5.7,6.7,2.0,36,005,013000,Bronx,36005013000
"Census Tract 369.01, Bronx County, New York",47.7,65.1,14821.0,53.3,20.7,6.5,36,005,036901,Bronx,36005036901
"Census Tract 56, Bronx County, New York",40.0,65.0,17771.0,38.0,16.8,1.3,36,005,005600,Bronx,36005005600
"Census Tract 27.02, Bronx County, New York",44.0,83.6,17147.0,52.7,10.6,0.5,36,005,002702,Bronx,36005002702
"Census Tract 33, Bronx County, New York",42.5,68.4,19923.0,56.3,18.5,1.8,36,005,003300,Bronx,36005003300
"Census Tract 72, Bronx County, New York",42.2,60.1,37634.0,33.4,7.4,2.3,36,005,007200,Bronx,36005007200
"Census Tract 121.01, Bronx County, New York",46.4,77.7,27813.0,43.1,10.6,2.7,36,005,012101,Bronx,36005012101
"Census Tract 121.02, Bronx County, New York",44.1,70.2,20028.0,49.6,17.7,0.0,36,005,012102,Bronx,36005012102
"Census Tract 123, Bronx County, New York",43.3,69.6,21300.0,45.1,10.6,4.5,36,005,012300,Bronx,36005012300
"Census Tract 133, Bronx County, New York",36.5,62.0,25282.0,25.5,15.0,2.1,36,005,013300,Bronx,36005013300
"Census Tract 143, Bronx County, New York",39.7,73.1,12000.0,52.2,17.8,4.1,36,005,014300,Bronx,36005014300
"Census Tract 144, Bronx County, New York",58.5,55.7,19418.0,46.4,19.7,0.4,36,005,014400,Bronx,36005014400
"Census Tract 145, Bronx County, New York",52.4,69.0,22711.0,50.4,21.5,0.0,36,005,014500,Bronx,36005014500
"Census Tract 166, Bronx County, New York",46.3,45.7,63421.0,10.2,9.1,5.7,36,005,016600,Bronx,36005016600
"Census Tract 194, Bronx County, New York",43.5,39.2,51176.0,23.6,11.1,0.6,36,005,019400,Bronx,36005019400
"Census Tract 213.01, Bronx County, New York",29.9,59.5,16378.0,48.2,13.3,6.3,36,005,021301,Bronx,36005021301
"Census Tract 229.01, Bronx County, New York",36.3,63.7,24115.0,36.4,16.2,6.3,36,005,022901,Bronx,36005022901
"Census Tract 132, Bronx County, New York",41.4,30.6,96701.0,7.0,7.5,0.0,36,005,013200,Bronx,36005013200
"Census Tract 201, Bronx County, New York",37.9,63.2,24160.0,43.0,9.8,7.6,36,005,020100,Bronx,36005020100
"Census Tract 390, Bronx County, New York",44.2,63.9,32364.0,37.4,26.5,0.0,36,005,039000,Bronx,36005039000
"Census Tract 393, Bronx County, New York",43.2,61.0,20891.0,43.3,17.4,8.4,36,005,039300,Bronx,36005039300
"Census Tract 403.02, Bronx County, New York",41.7,68.5,25724.0,35.3,13.3,5.7,36,005,040302,Bronx,36005040302
"Census Tract 404, Bronx County, New York",41.6,48.0,36691.0,13.8,15.7,3.8,36,005,040400,Bronx,36005040400
"Census Tract 407.01, Bronx County, New York",44.6,72.3,30354.0,36.5,9.8,1.2,36,005,040701,Bronx,36005040701
"Census Tract 415, Bronx County, New York",42.3,72.7,42207.0,21.4,13.3,1.3,36,005,041500,Bronx,36005041500
"Census Tract 436, Bronx County, New York",53.2,46.0,57564.0,14.2,10.0,2.3,36,005,043600,Bronx,36005043600
"Census Tract 448, Bronx County, New York",49.0,43.1,78456.0,5.7,10.7,0.0,36,005,044800,Bronx,36005044800
"Census Tract 516, Bronx County, New York",35.7,14.3,76771.0,4.0,7.4,4.6,36,005,051600,Bronx,36005051600
"Census Tract 392, Bronx County, New York",53.9,59.5,39457.0,28.3,17.0,3.1,36,005,039200,Bronx,36005039200
"Census Tract 389, Bronx County, New York",39.5,57.8,28240.0,48.0,14.5,4.4,36,005,038900,Bronx,36005038900
"Census Tract 391, Bronx County, New York",40.8,57.1,30661.0,41.4,8.7,2.9,36,005,039100,Bronx,36005039100
"Census Tract 394, Bronx County, New York",49.0,62.6,33708.0,31.7,16.7,3.1,36,005,039400,Bronx,36005039400
"Census Tract 398, Bronx County, New York",41.3,32.1,70552.0,15.0,16.1,2.1,36,005,039800,Bronx,36005039800
"Census Tract 414, Bronx County, New York",43.0,53.0,53750.0,12.8,19.2,1.2,36,005,041400,Bronx,36005041400
"Census Tract 418, Bronx County, New York",43.3,50.0,37829.0,35.5,13.3,6.4,36,005,041800,Bronx,36005041800
"Census Tract 422, Bronx County, New York",46.5,54.1,51701.0,11.7,13.7,0.0,36,005,042200,Bronx,36005042200
"Census Tract 430, Bronx County, New York",38.2,49.1,52096.0,7.3,9.5,0.0,36,005,043000,Bronx,36005043000
"Census Tract 431, Bronx County, New York",42.2,64.8,31028.0,30.1,12.5,3.5,36,005,043100,Bronx,36005043100
"Census Tract 92, Bronx County, New York",48.4,67.9,35227.0,21.3,18.6,0.4,36,005,009200,Bronx,36005009200
"Census Tract 127.01, Bronx County, New York",39.7,72.2,18641.0,49.4,9.0,0.5,36,005,012701,Bronx,36005012701
"Census Tract 135, Bronx County, New York",41.6,68.2,23279.0,40.2,12.3,1.6,36,005,013500,Bronx,36005013500
"Census Tract 138, Bronx County, New York",35.6,24.5,79773.0,5.5,7.9,2.2,36,005,013800,Bronx,36005013800
"Census Tract 161, Bronx County, New York",44.0,69.8,12467.0,51.6,17.8,3.0,36,005,016100,Bronx,36005016100
"Census Tract 195, Bronx County, New York",40.1,63.3,26706.0,34.4,15.0,7.2,36,005,019500,Bronx,36005019500
"Census Tract 229.02, Bronx County, New York",40.3,64.2,24142.0,34.6,19.4,6.2,36,005,022902,Bronx,36005022902
"Census Tract 233.02, Bronx County, New York",44.1,72.2,22566.0,50.1,14.0,7.5,36,005,023302,Bronx,36005023302
"Census Tract 244, Bronx County, New York",41.6,41.8,59063.0,9.9,14.5,2.5,36,005,024400,Bronx,36005024400
"Census Tract 269, Bronx County, New York",43.0,65.5,33365.0,34.8,16.1,1.6,36,005,026900,Bronx,36005026900
"Census Tract 273, Bronx County, New York",44.5,67.5,42093.0,24.4,16.4,1.4,36,005,027300,Bronx,36005027300
"Census Tract 295, Bronx County, New York",43.9,60.6,100750.0,5.9,5.0,3.9,36,005,029500,Bronx,36005029500
"Census Tract 297, Bronx County, New York",45.7,42.9,93452.0,3.1,6.4,4.9,36,005,029700,Bronx,36005029700
"Census Tract 310, Bronx County, New York",33.8,24.2,80724.0,11.0,7.1,3.4,36,005,031000,Bronx,36005031000
"Census Tract 316, Bronx County, New York",36.7,34.1,70759.0,15.1,8.3,1.0,36,005,031600,Bronx,36005031600
"Census Tract 318, Bronx County, New York",49.1,57.5,55739.0,12.7,13.8,4.2,36,005,031800,Bronx,36005031800
"Census Tract 323, Bronx County, New York",44.2,45.2,87483.0,3.5,11.6,5.1,36,005,032300,Bronx,36005032300
"Census Tract 324, Bronx County, New York",45.8,61.9,27946.0,33.1,9.4,1.0,36,005,032400,Bronx,36005032400
"Census Tract 334, Bronx County, New York",39.9,53.2,45739.0,19.2,11.1,0.0,36,005,033400,Bronx,36005033400
"Census Tract 363, Bronx County, New York",43.8,70.1,18499.0,48.7,27.2,0.0,36,005,036300,Bronx,36005036300
"Census Tract 369.02, Bronx County, New York",52.4,67.3,25100.0,45.3,18.6,2.0,36,005,036902,Bronx,36005036902
"Census Tract 373, Bronx County, New York",45.0,60.7,29033.0,37.3,13.6,4.0,36,005,037300,Bronx,36005037300
"Census Tract 378, Bronx County, New York",40.4,59.2,35625.0,25.1,19.5,2.0,36,005,037800,Bronx,36005037800
"Census Tract 379, Bronx County, New York",46.3,80.6,27841.0,43.1,16.9,1.3,36,005,037900,Bronx,36005037900
"Census Tract 387, Bronx County, New York",34.3,46.1,19362.0,48.7,20.9,9.3,36,005,038700,Bronx,36005038700
"Census Tract 396, Bronx County, New York",42.1,58.5,35221.0,27.8,18.7,3.2,36,005,039600,Bronx,36005039600
"Census Tract 401, Bronx County, New York",44.5,71.0,33487.0,42.3,22.3,5.7,36,005,040100,Bronx,36005040100
"Census Tract 406, Bronx County, New York",47.3,59.1,44773.0,26.7,7.1,2.9,36,005,040600,Bronx,36005040600
"Census Tract 423, Bronx County, New York",42.6,58.0,31786.0,36.5,18.5,3.5,36,005,042300,Bronx,36005042300
"Census Tract 425, Bronx County, New York",45.6,64.8,28643.0,35.1,19.1,7.3,36,005,042500,Bronx,36005042500
"Census Tract 429.01, Bronx County, New York",45.0,70.1,39625.0,30.9,7.5,3.8,36,005,042901,Bronx,36005042901
"Census Tract 442, Bronx County, New York",57.8,64.7,38603.0,26.5,14.1,1.1,36,005,044200,Bronx,36005044200
"Census Tract 301, Bronx County, New York",42.1,36.2,76771.0,12.3,3.4,4.0,36,005,030100,Bronx,36005030100
"Census Tract 167, Bronx County, New York",43.5,68.2,27222.0,43.8,15.5,2.7,36,005,016700,Bronx,36005016700
"Census Tract 224.01, Bronx County, New York",43.3,71.1,43611.0,21.4,17.0,2.1,36,005,022401,Bronx,36005022401
"Census Tract 28, Bronx County, New York",47.3,48.2,49529.0,8.5,12.8,2.7,36,005,002800,Bronx,36005002800
"Census Tract 79, Bronx County, New York",41.1,71.0,24278.0,44.7,14.4,4.1,36,005,007900,Bronx,36005007900
"Census Tract 158, Bronx County, New York",40.8,38.3,77045.0,11.5,7.5,3.2,36,005,015800,Bronx,36005015800
"Census Tract 218, Bronx County, New York",43.6,56.6,37303.0,22.1,16.6,5.9,36,005,021800,Bronx,36005021800
"Census Tract 338, Bronx County, New York",47.0,61.6,37043.0,33.4,18.4,2.8,36,005,033800,Bronx,36005033800
"Census Tract 365.02, Bronx County, New York",41.0,77.7,19740.0,46.3,24.8,0.0,36,005,036502,Bronx,36005036502
"Census Tract 160, Bronx County, New York",35.7,23.0,77216.0,3.3,6.9,4.1,36,005,016000,Bronx,36005016000
"Census Tract 162, Bronx County, New York",36.2,32.3,70682.0,14.4,9.3,3.4,36,005,016200,Bronx,36005016200
"Census Tract 165, Bronx County, New York",50.2,70.1,26645.0,33.9,11.0,3.7,36,005,016500,Bronx,36005016500
"Census Tract 175, Bronx County, New York",39.3,65.0,22000.0,45.8,14.4,3.1,36,005,017500,Bronx,36005017500
"Census Tract 215.01, Bronx County, New York",50.7,72.4,26076.0,38.1,12.9,2.3,36,005,021501,Bronx,36005021501
"Census Tract 215.02, Bronx County, New York",38.3,67.2,18507.0,44.6,16.4,7.2,36,005,021502,Bronx,36005021502
"Census Tract 230, Bronx County, New York",44.0,63.2,43929.0,23.5,15.3,4.5,36,005,023000,Bronx,36005023000
"Census Tract 253, Bronx County, New York",44.8,71.7,30957.0,24.5,18.4,2.8,36,005,025300,Bronx,36005025300
"Census Tract 261, Bronx County, New York",48.6,67.0,73688.0,8.0,6.5,1.3,36,005,026100,Bronx,36005026100
"Census Tract 279, Bronx County, New York",47.2,66.3,55573.0,11.6,9.5,5.4,36,005,027900,Bronx,36005027900
"Census Tract 300, Bronx County, New York",38.7,39.5,51806.0,11.1,5.7,4.0,36,005,030000,Bronx,36005030000
"Census Tract 340, Bronx County, New York",43.0,55.9,34290.0,31.4,16.7,2.7,36,005,034000,Bronx,36005034000
"Census Tract 344, Bronx County, New York",45.8,41.7,67813.0,14.6,13.0,1.3,36,005,034400,Bronx,36005034400
"Census Tract 350, Bronx County, New York",41.3,40.1,52344.0,15.4,20.7,8.4,36,005,035000,Bronx,36005035000
"Census Tract 361, Bronx County, New York",43.1,77.6,18799.0,44.6,36.2,2.8,36,005,036100,Bronx,36005036100
"Census Tract 365.01, Bronx County, New York",45.2,72.4,21122.0,45.9,30.3,3.0,36,005,036501,Bronx,36005036501
"Census Tract 200, Bronx County, New York",50.1,64.4,44771.0,27.4,14.7,3.5,36,005,020000,Bronx,36005020000
"Census Tract 205.01, Bronx County, New York",39.1,64.6,23160.0,35.6,12.6,0.6,36,005,020501,Bronx,36005020501
"Census Tract 205.02, Bronx County, New York",45.9,68.0,15343.0,43.0,7.9,2.8,36,005,020502,Bronx,36005020502
"Census Tract 209, Bronx County, New York",38.3,65.8,27311.0,35.8,11.0,0.0,36,005,020900,Bronx,36005020900
"Census Tract 210.01, Bronx County, New York",46.5,66.8,48396.0,14.5,11.6,1.1,36,005,021001,Bronx,36005021001
"Census Tract 210.02, Bronx County, New York",49.0,66.6,43313.0,18.5,15.4,3.8,36,005,021002,Bronx,36005021002
"Census Tract 217, Bronx County, New York",42.5,66.9,22721.0,51.1,14.3,4.3,36,005,021700,Bronx,36005021700
"Census Tract 449.01, Bronx County, New York",47.2,45.4,67083.0,15.3,12.0,4.7,36,005,044901,Bronx,36005044901
"Census Tract 462.01, Bronx County, New York",54.9,57.1,43205.0,6.9,11.8,1.2,36,005,046201,Bronx,36005046201
"Census Tract 462.02, Bronx County, New York",48.5,57.9,40497.0,19.8,12.5,4.9,36,005,046202,Bronx,36005046202
"Census Tract 225, Bronx County, New York",39.3,72.7,29302.0,36.1,15.6,1.0,36,005,022500,Bronx,36005022500
"Census Tract 228, Bronx County, New York",44.3,60.0,45069.0,17.6,12.8,4.9,36,005,022800,Bronx,36005022800
"Census Tract 232, Bronx County, New York",46.8,48.4,44318.0,23.4,17.6,2.2,36,005,023200,Bronx,36005023200
"Census Tract 46, Bronx County, New York",33.7,47.1,40950.0,25.5,13.4,0.0,36,005,004600,Bronx,36005004600
"Census Tract 60, Bronx County, New York",40.4,61.2,41190.0,35.2,11.1,4.7,36,005,006000,Bronx,36005006000
"Census Tract 70, Bronx County, New York",45.4,72.5,34191.0,30.1,11.8,4.0,36,005,007000,Bronx,36005007000
"Census Tract 73, Bronx County, New York",46.2,61.8,18358.0,50.7,20.2,12.0,36,005,007300,Bronx,36005007300
"Census Tract 74, Bronx County, New York",45.4,46.4,44455.0,19.3,7.1,2.7,36,005,007400,Bronx,36005007400
"Census Tract 75, Bronx County, New York",38.8,63.1,25452.0,31.7,8.5,2.7,36,005,007500,Bronx,36005007500
"Census Tract 77, Bronx County, New York",40.2,60.2,26486.0,37.8,13.6,3.1,36,005,007700,Bronx,36005007700
"Census Tract 89, Bronx County, New York",44.3,67.7,20849.0,32.5,6.5,4.1,36,005,008900,Bronx,36005008900
"Census Tract 98, Bronx County, New York",48.3,49.8,57438.0,23.3,12.7,0.0,36,005,009800,Bronx,36005009800
"Census Tract 125, Bronx County, New York",39.3,61.6,26348.0,42.9,13.5,3.0,36,005,012500,Bronx,36005012500
"Census Tract 149, Bronx County, New York",41.6,52.9,27212.0,48.5,18.1,4.2,36,005,014900,Bronx,36005014900
"Census Tract 197, Bronx County, New York",40.3,74.3,25875.0,35.7,9.3,3.1,36,005,019700,Bronx,36005019700
"Census Tract 220, Bronx County, New York",42.0,81.6,23167.0,52.9,19.5,0.0,36,005,022000,Bronx,36005022000
"Census Tract 227.02, Bronx County, New York",38.1,68.5,23500.0,34.8,17.4,10.1,36,005,022702,Bronx,36005022702
"Census Tract 231, Bronx County, New York",42.1,82.4,24250.0,42.8,23.3,0.0,36,005,023100,Bronx,36005023100
"Census Tract 235.01, Bronx County, New York",37.5,57.6,27316.0,50.8,10.2,1.5,36,005,023501,Bronx,36005023501
"Census Tract 16, Bronx County, New York",38.8,45.5,32312.0,26.3,8.7,1.7,36,005,001600,Bronx,36005001600
"Census Tract 31, Bronx County, New York",40.1,65.5,37250.0,18.1,6.6,0.0,36,005,003100,Bronx,36005003100
"Census Tract 38, Bronx County, New York",41.3,47.3,37685.0,31.3,13.1,1.1,36,005,003800,Bronx,36005003800
"Census Tract 41, Bronx County, New York",43.5,75.1,18636.0,53.3,19.2,0.8,36,005,004100,Bronx,36005004100
"Census Tract 119, Bronx County, New York",44.3,76.8,22097.0,39.3,15.6,7.0,36,005,011900,Bronx,36005011900
"Census Tract 115.02, Bronx County, New York",40.5,65.3,21765.0,47.6,18.5,2.7,36,005,011502,Bronx,36005011502
"Census Tract 141, Bronx County, New York",43.8,70.6,32500.0,26.2,13.1,2.0,36,005,014100,Bronx,36005014100
"Census Tract 151, Bronx County, New York",42.4,58.6,30339.0,28.2,10.4,1.8,36,005,015100,Bronx,36005015100
"Census Tract 153, Bronx County, New York",43.7,71.1,19630.0,50.8,15.1,1.5,36,005,015300,Bronx,36005015300
"Census Tract 221.01, Bronx County, New York",40.1,73.5,25870.0,41.8,11.6,6.2,36,005,022101,Bronx,36005022101
"Census Tract 221.02, Bronx County, New York",39.7,76.4,18664.0,49.7,20.5,3.1,36,005,022102,Bronx,36005022102
"Census Tract 222, Bronx County, New York",43.1,65.8,40331.0,28.7,14.0,0.7,36,005,022200,Bronx,36005022200
"Census Tract 238, Bronx County, New York",40.9,46.1,50074.0,28.6,16.9,5.3,36,005,023800,Bronx,36005023800
"Census Tract 224.03, Bronx County, New York",45.9,65.8,38333.0,25.2,15.7,6.6,36,005,022403,Bronx,36005022403
"Census Tract 237.03, Bronx County, New York",40.7,71.2,27128.0,43.7,17.3,4.3,36,005,023703,Bronx,36005023703
"Census Tract 245.01, Bronx County, New York",44.8,70.8,24864.0,45.4,19.4,2.5,36,005,024501,Bronx,36005024501
"Census Tract 245.02, Bronx County, New York",39.4,62.5,25605.0,54.5,15.3,10.1,36,005,024502,Bronx,36005024502
"Census Tract 224.04, Bronx County, New York",45.9,63.8,42070.0,20.6,6.4,2.2,36,005,022404,Bronx,36005022404
"Census Tract 237.04, Bronx County, New York",43.8,58.8,20918.0,55.0,7.2,7.0,36,005,023704,Bronx,36005023704
"Census Tract 267.01, Bronx County, New York",45.0,68.0,37061.0,29.4,12.0,1.1,36,005,026701,Bronx,36005026701
"Census Tract 267.02, Bronx County, New York",40.9,56.1,39432.0,27.6,13.5,7.9,36,005,026702,Bronx,36005026702
"Census Tract 274.01, Bronx County, New York",39.2,32.4,80673.0,4.5,9.9,0.5,36,005,027401,Bronx,36005027401
"Census Tract 274.02, Bronx County, New York",34.9,22.8,71849.0,9.4,4.4,5.2,36,005,027402,Bronx,36005027402
"Census Tract 429.02, Bronx County, New York",47.7,65.8,27553.0,34.8,23.4,2.1,36,005,042902,Bronx,36005042902
"Census Tract 330, Bronx County, New York",46.9,73.8,37811.0,25.9,9.3,1.3,36,005,033000,Bronx,36005033000
"Census Tract 358, Bronx County, New York",41.8,40.1,64957.0,6.1,18.2,3.4,36,005,035800,Bronx,36005035800
"Census Tract 371, Bronx County, New York",42.3,56.1,19293.0,36.0,16.1,9.5,36,005,037100,Bronx,36005037100
"Census Tract 385, Bronx County, New York",45.1,66.1,20229.0,54.0,17.3,3.2,36,005,038500,Bronx,36005038500
"Census Tract 421, Bronx County, New York",36.1,56.6,36768.0,30.1,11.3,3.6,36,005,042100,Bronx,36005042100
"Census Tract 451.01, Bronx County, New York",34.5,48.1,62286.0,3.1,7.8,1.9,36,005,045101,Bronx,36005045101
"Census Tract 118, Bronx County, New York",34.7,25.6,83077.0,11.3,7.0,3.1,36,005,011800,Bronx,36005011800
"Census Tract 204, Bronx County, New York",42.1,51.7,49519.0,18.1,20.5,2.5,36,005,020400,Bronx,36005020400
"Census Tract 248, Bronx County, New York",37.8,45.6,52279.0,9.6,8.7,3.3,36,005,024800,Bronx,36005024800
"Census Tract 408, Bronx County, New York",49.8,53.3,32244.0,26.0,16.7,9.6,36,005,040800,Bronx,36005040800
"Census Tract 484, Bronx County, New York",42.9,49.4,69701.0,6.5,9.9,2.4,36,005,048400,Bronx,36005048400
"Census Tract 247, Bronx County, New York",45.4,63.2,41455.0,29.3,8.1,3.4,36,005,024700,Bronx,36005024700
