NAME,MeanCommute,Transit,Income,Poverty,Unemployment,WorkAtHome,state,county,tract,Borough,GEOID
"Census Tract 83, New York County, New York",28.0,68.0,69303.0,18.5,11.3,6.4,36,061,008300,Manhattan,36061008300
"Census Tract 97, New York County, New York",29.2,39.9,43948.0,16.9,12.4,1.3,36,061,009700,Manhattan,36061009700
"Census Tract 106.01, New York County, New York",30.9,39.2,125488.0,5.5,6.5,12.0,36,061,010601,Manhattan,36061010601
"Census Tract 113, New York County, New York",17.9,44.4,82361.0,19.0,0.0,3.7,36,061,011300,Manhattan,36061011300
"Census Tract 121, New York County, New York",25.8,41.8,62301.0,9.9,7.1,7.5,36,061,012100,Manhattan,36061012100
"Census Tract 122, New York County, New York",23.1,17.3,156218.0,3.2,0.8,18.4,36,061,012200,Manhattan,36061012200
"Census Tract 126, New York County, New York",34.9,43.7,112614.0,2.7,2.3,9.8,36,061,012600,Manhattan,36061012600
"Census Tract 129, New York County, New York",28.5,48.2,111290.0,12.5,7.4,3.0,36,061,012900,Manhattan,36061012900
"Census Tract 137, New York County, New York",24.0,40.0,142982.0,8.4,4.5,13.3,36,061,013700,Manhattan,36061013700
"Census Tract 138, New York County, New York",31.3,63.6,118358.0,7.4,5.3,9.7,36,061,013800,Manhattan,36061013800
"Census Tract 152, New York County, New York",34.5,66.1,82308.0,13.1,3.1,13.4,36,061,015200,Manhattan,36061015200
"Census Tract 101, New York County, New York",23.6,41.1,159821.0,11.4,5.7,7.9,36,061,010100,Manhattan,36061010100
"Census Tract 127, New York County, New York",25.3,43.7,69578.0,12.5,6.6,7.8,36,061,012700,Manhattan,36061012700
"Census Tract 131, New York County, New York",27.5,44.4,85195.0,20.0,4.4,4.3,36,061,013100,Manhattan,36061013100
"Census Tract 133, New York County, New York",25.3,50.5,81974.0,14.5,7.9,3.3,36,061,013300,Manhattan,36061013300
"Census Tract 142, New York County, New York",24.1,27.8,235455.0,5.9,1.9,14.9,36,061,014200,Manhattan,36061014200
"Census Tract 149, New York County, New York",27.9,46.6,154972.0,5.1,4.3,7.6,36,061,014900,Manhattan,36061014900
"Census Tract 150.01, New York County, New York",29.2,57.3,151625.0,12.4,3.0,8.1,36,061,015001,Manhattan,36061015001
"Census Tract 150.02, New York County, New York",28.0,49.1,156500.0,3.5,2.6,16.9,36,061,015002,Manhattan,36061015002
"Census Tract 154, New York County, New York",37.9,67.1,80803.0,9.2,6.8,5.0,36,061,015400,Manhattan,36061015400
"Census Tract 163, New York County, New York",29.1,71.0,109971.0,8.6,4.3,8.9,36,061,016300,Manhattan,36061016300
"Census Tract 89, New York County, New York",27.6,52.9,89315.0,12.3,3.2,9.8,36,061,008900,Manhattan,36061008900
"Census Tract 99, New York County, New York",26.0,42.5,128906.0,7.4,5.8,4.1,36,061,009900,Manhattan,36061009900
"Census Tract 6, New York County, New York",30.3,37.0,19863.0,44.7,8.7,2.9,36,061,000600,Manhattan,36061000600
"Census Tract 8, New York County, New York",33.2,43.1,27137.0,28.9,10.3,2.4,36,061,000800,Manhattan,36061000800
"Census Tract 24, New York County, New York",34.8,55.7,22676.0,38.2,10.5,4.7,36,061,002400,Manhattan,36061002400
"Census Tract 25, New York County, New York",40.6,59.6,16527.0,47.6,17.8,0.0,36,061,002500,Manhattan,36061002500
"Census Tract 29, New York County, New York",29.4,45.5,30629.0,20.6,3.3,2.1,36,061,002900,Manhattan,36061002900
"Census Tract 54, New York County, New York",23.2,57.2,132813.0,4.7,1.2,8.6,36,061,005400,Manhattan,36061005400
"Census Tract 71, New York County, New York",27.0,60.4,125028.0,8.2,4.3,7.8,36,061,007100,Manhattan,36061007100
"Census Tract 79, New York County, New York",24.7,49.4,83922.0,8.8,4.7,11.6,36,061,007900,Manhattan,36061007900
"Census Tract 108, New York County, New York",26.9,44.1,127109.0,3.8,4.0,9.6,36,061,010800,Manhattan,36061010800
"Census Tract 110, New York County, New York",24.9,49.6,103797.0,5.4,6.7,4.8,36,061,011000,Manhattan,36061011000
"Census Tract 112.01, New York County, New York",20.2,29.1,138250.0,7.4,2.1,14.2,36,061,011201,Manhattan,36061011201
"Census Tract 116, New York County, New York",25.7,44.0,72152.0,5.4,5.0,6.9,36,061,011600,Manhattan,36061011600
"Census Tract 124, New York County, New York",28.2,45.8,117225.0,7.1,1.9,3.7,36,061,012400,Manhattan,36061012400
"Census Tract 115, New York County, New York",30.2,45.0,86741.0,18.8,7.7,6.1,36,061,011500,Manhattan,36061011500
"Census Tract 117, New York County, New York",26.8,53.2,107125.0,12.4,6.3,2.5,36,061,011700,Manhattan,36061011700
"Census Tract 130, New York County, New York",21.2,19.1,244375.0,7.1,4.2,12.3,36,061,013000,Manhattan,36061013000
"Census Tract 135, New York County, New York",28.0,41.0,62290.0,18.6,5.7,3.7,36,061,013500,Manhattan,36061013500
"Census Tract 144.01, New York County, New York",33.6,52.6,101750.0,4.1,5.0,11.8,36,061,014401,Manhattan,36061014401
"Census Tract 146.02, New York County, New York",30.7,70.2,97632.0,4.4,3.6,8.7,36,061,014602,Manhattan,36061014602
"Census Tract 148.02, New York County, New York",31.1,66.8,109493.0,5.1,1.4,10.3,36,061,014802,Manhattan,36061014802
"Census Tract 158.02, New York County, New York",28.7,67.5,100642.0,5.7,4.6,2.5,36,061,015802,Manhattan,36061015802
"Census Tract 160.02, New York County, New York",24.1,46.6,87167.0,11.0,5.0,11.4,36,061,016002,Manhattan,36061016002
"Census Tract 96, New York County, New York",25.7,26.7,135313.0,8.1,4.1,7.8,36,061,009600,Manhattan,36061009600
"Census Tract 100, New York County, New York",24.9,42.3,112098.0,8.5,3.6,3.8,36,061,010000,Manhattan,36061010000
"Census Tract 106.02, New York County, New York",23.9,25.5,120053.0,4.6,2.5,5.6,36,061,010602,Manhattan,36061010602
"Census Tract 114.01, New York County, New York",20.7,37.0,197500.0,3.2,0.6,8.5,36,061,011401,Manhattan,36061011401
"Census Tract 128, New York County, New York",26.0,40.5,175259.0,4.5,5.9,10.5,36,061,012800,Manhattan,36061012800
"Census Tract 153, New York County, New York",25.4,53.0,140083.0,4.0,6.1,6.6,36,061,015300,Manhattan,36061015300
"Census Tract 170, New York County, New York",36.9,82.4,30711.0,30.1,12.8,0.8,36,061,017000,Manhattan,36061017000
"Census Tract 52, New York County, New York",21.0,48.4,168375.0,11.9,5.6,13.5,36,061,005200,Manhattan,36061005200
"Census Tract 55.01, New York County, New York",23.0,30.3,134417.0,4.8,3.6,2.6,36,061,005501,Manhattan,36061005501
"Census Tract 60, New York County, New York",30.7,47.2,106310.0,11.0,5.7,5.2,36,061,006000,Manhattan,36061006000
"Census Tract 61, New York County, New York",23.4,48.2,108973.0,5.0,4.0,12.4,36,061,006100,Manhattan,36061006100
"Census Tract 72, New York County, New York",25.0,52.4,104272.0,9.2,6.7,6.8,36,061,007200,Manhattan,36061007200
"Census Tract 74, New York County, New York",20.8,37.0,128618.0,12.2,5.7,4.9,36,061,007400,Manhattan,36061007400
"Census Tract 2.01, New York County, New York",33.0,45.4,20521.0,48.6,2.6,1.7,36,061,000201,Manhattan,36061000201
"Census Tract 277, New York County, New York",44.2,73.0,28449.0,38.6,10.0,5.1,36,061,027700,Manhattan,36061027700
"Census Tract 111, New York County, New York",31.1,53.1,105750.0,16.1,4.2,4.6,36,061,011100,Manhattan,36061011100
"Census Tract 114.02, New York County, New York",23.4,39.1,151131.0,4.0,5.7,9.1,36,061,011402,Manhattan,36061011402
"Census Tract 140, New York County, New York",26.8,61.2,137700.0,6.9,5.5,8.9,36,061,014000,Manhattan,36061014000
"Census Tract 151, New York County, New York",32.4,61.2,67125.0,21.9,6.2,4.6,36,061,015100,Manhattan,36061015100
"Census Tract 156.02, New York County, New York",32.6,82.2,50455.0,21.7,10.1,3.4,36,061,015602,Manhattan,36061015602
"Census Tract 168, New York County, New York",35.2,69.9,26136.0,37.5,15.1,0.6,36,061,016800,Manhattan,36061016800
"Census Tract 173, New York County, New York",35.4,73.6,113750.0,3.9,3.2,9.1,36,061,017300,Manhattan,36061017300
"Census Tract 175, New York County, New York",27.2,71.3,137344.0,3.5,4.2,8.8,36,061,017500,Manhattan,36061017500
"Census Tract 192, New York County, New York",33.7,77.2,16206.0,56.6,18.8,2.9,36,061,019200,Manhattan,36061019200
"Census Tract 195, New York County, New York",37.2,76.0,117045.0,12.3,6.6,7.5,36,061,019500,Manhattan,36061019500
"Census Tract 199, New York County, New York",28.0,53.5,76902.0,19.2,6.4,4.5,36,061,019900,Manhattan,36061019900
"Census Tract 205, New York County, New York",24.2,36.0,111875.0,3.9,5.1,14.0,36,061,020500,Manhattan,36061020500
"Census Tract 230, New York County, New York",38.5,70.6,35569.0,27.7,13.9,6.0,36,061,023000,Manhattan,36061023000
"Census Tract 235.01, New York County, New York",39.3,72.9,34846.0,41.3,14.0,5.0,36,061,023501,Manhattan,36061023501
"Census Tract 236, New York County, New York",35.9,77.5,36540.0,18.5,23.8,0.0,36,061,023600,Manhattan,36061023600
"Census Tract 169, New York County, New York",30.4,73.9,107401.0,7.5,3.3,7.9,36,061,016900,Manhattan,36061016900
"Census Tract 171, New York County, New York",30.6,77.7,115331.0,8.4,3.9,7.0,36,061,017100,Manhattan,36061017100
"Census Tract 179, New York County, New York",32.5,71.3,75997.0,10.8,5.3,10.8,36,061,017900,Manhattan,36061017900
"Census Tract 182, New York County, New York",33.3,82.7,23451.0,43.0,9.6,2.9,36,061,018200,Manhattan,36061018200
"Census Tract 183, New York County, New York",30.9,67.4,100956.0,6.4,3.9,7.7,36,061,018300,Manhattan,36061018300
"Census Tract 269, New York County, New York",42.1,67.2,32585.0,22.3,10.4,0.0,36,061,026900,Manhattan,36061026900
"Census Tract 281, New York County, New York",40.7,68.6,107727.0,5.2,6.1,9.2,36,061,028100,Manhattan,36061028100
