Variable,Coefficient,Std_Error,P_Value,CI_Low,CI_High
const,26.361398813885653,1.51815965266152,1.5443715665660043e-67,23.385860571887235,29.33693705588407
Bronx,9.173415452028296,0.5220038191676756,3.933993092618593e-69,8.150306766667292,10.1965241373893
Transit,0.1741884277064475,0.015432539417352831,1.5198933790931823e-29,0.1439412062584412,0.20443564915445378
Income,-5.4397916092529595e-05,9.329284976482582e-06,5.513671452313951e-09,-7.268297864794607e-05,-3.611285353711313e-05
Poverty,-0.14052037236798623,0.022745822499572493,6.497872682836695e-10,-0.18510136526588916,-0.09593937947008331
Unemployment,0.24148707008044706,0.04665522312826793,2.2670295220139238e-07,0.15004451305836178,0.3329296271025324
WorkAtHome,-0.07791295881511547,0.06255346104870729,0.2129326114750415,-0.20051548957891088,0.04468957194867995
